OrderNumber,Sales Channel,WarehouseCode,ProcuredDate,OrderDate,ShipDate,DeliveryDate,CurrencyCode,_SalesTeamID,_CustomerID,_StoreID,_ProductID,Order Quantity,Discount Applied,Unit Price,Unit Cost
SO - 000276,In-Store,WARE-XYS1001,12/31/2017,6/20/2018,7/3/2018,7/13/2018,USD,3,10,30,37,2,0.2,"2,505.80","1,804.18"
SO - 000277,Distributor,WARE-UHY1004,12/31/2017,6/20/2018,7/17/2018,7/20/2018,USD,25,35,233,31,7,0.15,"2,599.60","1,637.75"
SO - 000278,Online,WARE-NMK1003,12/31/2017,6/20/2018,6/24/2018,6/28/2018,USD,18,38,151,28,6,0.15,"2,278.00","1,503.48"
SO - 000279,Distributor,WARE-MKL1006,4/10/2018,6/21/2018,7/13/2018,7/21/2018,USD,24,31,353,25,2,0.075,"1,092.10",589.73
SO - 000280,Wholesale,WARE-XYS1001,4/10/2018,6/21/2018,7/4/2018,7/7/2018,USD,25,40,43,7,5,0.2,"1,139.00",933.98
SO - 000281,In-Store,WARE-MKL1006,12/31/2017,6/21/2018,7/2/2018,7/10/2018,USD,4,9,339,47,2,0.15,"1,675.00","1,072.00"
SO - 000282,Wholesale,WARE-UHY1004,4/10/2018,6/21/2018,6/29/2018,7/2/2018,USD,26,41,228,26,2,0.05,"1,011.70",687.96
SO - 000283,Wholesale,WARE-NMK1003,4/10/2018,6/21/2018,7/16/2018,7/21/2018,USD,27,11,128,46,7,0.1,938.00,412.72
SO - 000284,Wholesale,WARE-XYS1001,4/10/2018,6/21/2018,7/16/2018,7/26/2018,USD,28,48,55,2,8,0.05,"2,566.10","1,052.10"
SO - 000285,Distributor,WARE-NMK1003,4/10/2018,6/22/2018,7/16/2018,7/24/2018,USD,24,4,177,33,5,0.1,871.00,374.53
SO - 000286,In-Store,WARE-NBV1002,4/10/2018,6/22/2018,7/17/2018,7/21/2018,USD,2,4,81,18,1,0.1,"2,485.70","1,789.70"
SO - 000287,In-Store,WARE-MKL1006,4/10/2018,6/22/2018,7/13/2018,7/17/2018,USD,1,40,365,41,4,0.4,"2,345.00","1,922.90"
SO - 000288,Online,WARE-XYS1001,4/10/2018,6/22/2018,7/12/2018,7/21/2018,USD,15,19,48,27,2,0.05,"1,118.90",749.66
SO - 000289,In-Store,WARE-XYS1001,4/10/2018,6/22/2018,6/25/2018,7/2/2018,USD,11,24,11,42,4,0.1,"1,996.60","1,397.62"
SO - 000290,In-Store,WARE-NMK1003,4/10/2018,6/22/2018,7/10/2018,7/20/2018,USD,11,6,127,39,1,0.075,710.20,390.61
SO - 000291,Online,WARE-NMK1003,4/10/2018,6/22/2018,7/15/2018,7/22/2018,USD,13,6,201,35,4,0.05,"3,979.80","1,790.91"
SO - 000292,In-Store,WARE-MKL1006,12/31/2017,6/22/2018,7/11/2018,7/13/2018,USD,8,9,339,28,3,0.075,"1,025.10",440.79
SO - 000293,In-Store,WARE-NMK1003,12/31/2017,6/22/2018,7/4/2018,7/9/2018,USD,3,3,198,9,7,0.2,"2,519.20","1,309.98"
SO - 000294,Online,WARE-NMK1003,12/31/2017,6/22/2018,7/18/2018,7/25/2018,USD,15,36,150,2,7,0.05,"5,031.70","3,471.87"
SO - 000295,Online,WARE-PUJ1005,4/10/2018,6/23/2018,7/1/2018,7/4/2018,USD,19,27,311,46,1,0.1,"1,829.10",768.22
SO - 000296,In-Store,WARE-PUJ1005,4/10/2018,6/23/2018,7/16/2018,7/22/2018,USD,5,29,304,25,5,0.075,"1,072.00",900.48
SO - 000297,In-Store,WARE-UHY1004,4/10/2018,6/23/2018,7/8/2018,7/14/2018,USD,5,11,247,32,1,0.2,"2,539.30","1,828.30"
SO - 000298,In-Store,WARE-PUJ1005,4/10/2018,6/23/2018,7/11/2018,7/18/2018,USD,11,24,265,41,1,0.075,"3,899.40","2,027.69"
SO - 000299,In-Store,WARE-MKL1006,4/10/2018,6/24/2018,6/27/2018,6/30/2018,USD,5,38,366,37,3,0.2,"5,045.10","3,380.22"
SO - 000300,Online,WARE-NMK1003,4/10/2018,6/24/2018,7/14/2018,7/15/2018,USD,19,38,125,14,8,0.05,"1,005.00",522.60
SO - 000301,Wholesale,WARE-NMK1003,4/10/2018,6/24/2018,7/10/2018,7/17/2018,USD,27,20,182,47,7,0.1,"2,438.80","1,219.40"
SO - 000302,In-Store,WARE-NMK1003,4/10/2018,6/25/2018,7/10/2018,7/13/2018,USD,11,46,152,24,4,0.3,"3,336.60","2,035.33"
SO - 000303,In-Store,WARE-UHY1004,4/10/2018,6/25/2018,7/14/2018,7/15/2018,USD,1,38,256,25,4,0.15,"1,098.80",857.06
SO - 000304,Online,WARE-NBV1002,4/10/2018,6/25/2018,7/18/2018,7/21/2018,USD,19,5,66,20,2,0.075,"1,902.80",970.43
SO - 000305,Online,WARE-NMK1003,12/31/2017,6/25/2018,7/5/2018,7/13/2018,USD,17,32,156,33,4,0.075,"3,477.30","2,190.70"
SO - 000306,Wholesale,WARE-NMK1003,4/10/2018,6/26/2018,7/13/2018,7/17/2018,USD,26,36,200,10,1,0.1,"2,599.60","1,481.77"
SO - 000307,Online,WARE-PUJ1005,4/10/2018,6/26/2018,7/20/2018,7/22/2018,USD,12,1,299,7,1,0.075,"1,078.70",506.99
SO - 000308,Online,WARE-NMK1003,12/31/2017,6/26/2018,7/15/2018,7/19/2018,USD,17,22,199,31,5,0.2,"1,045.20",533.05
SO - 000309,Online,WARE-NMK1003,12/31/2017,6/26/2018,7/19/2018,7/22/2018,USD,15,21,157,1,2,0.05,"1,125.60",787.92
SO - 000310,In-Store,WARE-NMK1003,4/10/2018,6/26/2018,7/16/2018,7/18/2018,USD,1,14,187,22,8,0.05,"1,105.50",762.80
SO - 000311,Online,WARE-NBV1002,12/31/2017,6/26/2018,7/24/2018,8/3/2018,USD,18,50,84,46,1,0.1,"2,606.30","1,668.03"
SO - 000312,Distributor,WARE-UHY1004,4/10/2018,6/26/2018,7/1/2018,7/11/2018,USD,22,41,228,25,8,0.075,227.80,95.68
SO - 000313,Distributor,WARE-NMK1003,4/10/2018,6/26/2018,7/20/2018,7/24/2018,USD,22,35,180,29,7,0.05,167.50,123.95
SO - 000314,In-Store,WARE-UHY1004,12/31/2017,6/26/2018,7/8/2018,7/11/2018,USD,7,21,250,16,3,0.1,"1,145.70",538.48
SO - 000315,In-Store,WARE-PUJ1005,4/10/2018,6/26/2018,7/12/2018,7/13/2018,USD,4,37,326,36,7,0.075,"2,599.60","2,157.67"
SO - 000316,Distributor,WARE-NMK1003,4/10/2018,6/27/2018,7/9/2018,7/17/2018,USD,24,14,136,18,1,0.05,"3,939.60","1,969.80"
SO - 000317,In-Store,WARE-NMK1003,4/10/2018,6/27/2018,7/18/2018,7/21/2018,USD,2,18,112,37,8,0.075,"2,881.00","1,584.55"
SO - 000318,In-Store,WARE-NMK1003,4/10/2018,6/27/2018,7/4/2018,7/6/2018,USD,3,22,108,43,2,0.05,"3,852.50","2,003.30"
SO - 000319,Wholesale,WARE-XYS1001,4/10/2018,6/27/2018,7/4/2018,7/10/2018,USD,27,48,56,42,2,0.05,"1,139.00",546.72
SO - 000320,Distributor,WARE-NMK1003,4/10/2018,6/27/2018,7/6/2018,7/9/2018,USD,23,7,195,25,4,0.05,"2,519.20","2,040.55"
SO - 000321,In-Store,WARE-NBV1002,12/31/2017,6/27/2018,7/18/2018,7/23/2018,USD,9,33,82,42,1,0.15,"1,192.60",703.63
SO - 000322,In-Store,WARE-UHY1004,4/10/2018,6/27/2018,6/29/2018,7/9/2018,USD,5,18,215,14,5,0.075,"2,412.00","1,013.04"
SO - 000323,In-Store,WARE-NMK1003,4/10/2018,6/27/2018,7/18/2018,7/22/2018,USD,9,6,134,47,7,0.05,"2,479.00","2,057.57"
SO - 000324,Wholesale,WARE-PUJ1005,4/10/2018,6/27/2018,7/13/2018,7/14/2018,USD,26,10,322,35,7,0.1,"1,956.40","1,330.35"
SO - 000325,Online,WARE-NMK1003,4/10/2018,6/27/2018,7/5/2018,7/14/2018,USD,15,4,176,42,5,0.3,"1,078.70",722.73
SO - 000326,In-Store,WARE-NBV1002,12/31/2017,6/27/2018,7/12/2018,7/22/2018,USD,6,22,70,26,1,0.075,"1,212.70",945.91
SO - 000327,Online,WARE-UHY1004,4/10/2018,6/27/2018,7/6/2018,7/13/2018,USD,18,48,252,29,5,0.075,978.20,821.69
SO - 000328,In-Store,WARE-PUJ1005,4/10/2018,6/27/2018,7/14/2018,7/18/2018,USD,4,28,275,45,3,0.05,174.20,120.20
SO - 000329,Online,WARE-UHY1004,4/10/2018,6/27/2018,7/8/2018,7/12/2018,USD,19,25,226,17,3,0.15,"1,125.60",630.34
SO - 000330,Online,WARE-PUJ1005,4/10/2018,6/28/2018,7/10/2018,7/11/2018,USD,20,49,288,6,6,0.15,"1,065.30",468.73
SO - 000331,Online,WARE-NBV1002,4/10/2018,6/28/2018,7/16/2018,7/22/2018,USD,15,11,60,12,5,0.075,"3,892.70","2,724.89"
SO - 000332,Online,WARE-PUJ1005,4/10/2018,6/28/2018,7/18/2018,7/26/2018,USD,17,19,297,9,2,0.3,207.70,120.47
SO - 000333,In-Store,WARE-NBV1002,4/10/2018,6/28/2018,7/13/2018,7/18/2018,USD,3,20,75,23,7,0.3,"1,185.90",948.72
SO - 000334,In-Store,WARE-MKL1006,4/10/2018,6/28/2018,7/10/2018,7/17/2018,USD,10,15,352,18,2,0.15,"2,586.20","1,629.31"
SO - 000335,In-Store,WARE-XYS1001,4/10/2018,6/28/2018,7/8/2018,7/13/2018,USD,8,26,25,30,4,0.3,"2,579.50","1,960.42"
SO - 000336,Online,WARE-XYS1001,4/10/2018,6/28/2018,7/21/2018,7/27/2018,USD,16,7,23,36,8,0.075,"6,378.40","2,806.50"
SO - 000337,Distributor,WARE-PUJ1005,4/10/2018,6/28/2018,7/3/2018,7/11/2018,USD,24,26,292,31,7,0.2,"3,008.30","2,226.14"
SO - 000338,In-Store,WARE-NMK1003,4/10/2018,6/28/2018,7/25/2018,8/1/2018,USD,11,49,140,20,3,0.075,"1,755.40",930.36
SO - 000339,Online,WARE-NMK1003,12/31/2017,6/28/2018,7/9/2018,7/10/2018,USD,13,28,171,14,8,0.075,"1,139.00",740.35
SO - 000340,In-Store,WARE-XYS1001,4/10/2018,6/28/2018,7/13/2018,7/17/2018,USD,11,46,44,38,5,0.075,"6,157.30","4,556.40"
SO - 000341,Online,WARE-XYS1001,4/10/2018,6/28/2018,7/25/2018,8/3/2018,USD,18,33,43,40,7,0.1,"2,231.10","1,093.24"
SO - 000342,In-Store,WARE-NBV1002,4/10/2018,6/28/2018,7/15/2018,7/18/2018,USD,11,23,64,8,7,0.1,"2,479.00","1,859.25"
SO - 000343,Distributor,WARE-XYS1001,4/10/2018,6/29/2018,7/6/2018,7/15/2018,USD,21,35,18,10,4,0.05,"6,391.80","4,793.85"
SO - 000344,Wholesale,WARE-PUJ1005,4/10/2018,6/29/2018,7/19/2018,7/20/2018,USD,27,4,263,39,2,0.05,"1,139.00",660.62
SO - 000345,Online,WARE-NMK1003,4/10/2018,6/29/2018,7/1/2018,7/8/2018,USD,20,38,196,36,3,0.1,"2,586.20","1,681.03"
SO - 000346,In-Store,WARE-UHY1004,4/10/2018,6/29/2018,7/4/2018,7/8/2018,USD,1,36,206,35,4,0.05,"3,899.40","1,871.71"
SO - 000347,In-Store,WARE-NBV1002,4/10/2018,6/29/2018,7/24/2018,7/29/2018,USD,8,25,80,43,8,0.05,951.40,599.38
SO - 000348,In-Store,WARE-NMK1003,4/10/2018,6/30/2018,7/20/2018,7/24/2018,USD,4,8,172,38,1,0.05,"5,607.90","3,476.90"
SO - 000349,In-Store,WARE-PUJ1005,4/10/2018,6/30/2018,7/4/2018,7/11/2018,USD,6,12,274,37,2,0.075,"1,165.80",827.72
SO - 000350,Online,WARE-PUJ1005,4/10/2018,6/30/2018,7/27/2018,8/6/2018,USD,16,17,277,44,2,0.05,"1,949.70","1,520.77"
SO - 000351,Distributor,WARE-NMK1003,4/10/2018,6/30/2018,7/11/2018,7/16/2018,USD,21,40,147,34,8,0.1,"3,685.00","2,690.05"
SO - 000352,Distributor,WARE-MKL1006,4/10/2018,6/30/2018,7/17/2018,7/26/2018,USD,20,3,332,17,2,0.4,"2,633.10","1,816.84"
SO - 000353,Online,WARE-PUJ1005,4/10/2018,6/30/2018,7/11/2018,7/13/2018,USD,19,26,274,23,1,0.075,"1,072.00",460.96
SO - 000354,In-Store,WARE-XYS1001,4/10/2018,6/30/2018,7/4/2018,7/5/2018,USD,1,38,33,8,1,0.075,"3,537.60","1,910.30"
SO - 000355,In-Store,WARE-UHY1004,4/10/2018,6/30/2018,7/21/2018,7/24/2018,USD,9,41,233,13,8,0.2,"1,092.10",622.50
SO - 000356,In-Store,WARE-PUJ1005,12/31/2017,6/30/2018,7/20/2018,7/22/2018,USD,12,17,262,5,4,0.05,"1,748.70","1,136.66"
SO - 000357,Online,WARE-XYS1001,4/10/2018,6/30/2018,7/24/2018,7/29/2018,USD,18,49,6,9,8,0.075,891.10,739.61
SO - 000358,In-Store,WARE-NMK1003,4/10/2018,6/30/2018,7/21/2018,7/28/2018,USD,2,41,159,23,5,0.05,"3,082.00","1,510.18"
SO - 000359,In-Store,WARE-NMK1003,4/10/2018,6/30/2018,7/17/2018,7/21/2018,USD,9,34,148,15,5,0.075,"1,125.60",776.66
SO - 000360,In-Store,WARE-NMK1003,4/10/2018,6/30/2018,7/13/2018,7/18/2018,USD,7,46,102,22,6,0.075,"1,252.90",651.51
SO - 000361,Wholesale,WARE-MKL1006,4/10/2018,7/1/2018,7/4/2018,7/9/2018,USD,28,44,362,45,1,0.075,837.50,527.63
SO - 000362,Wholesale,WARE-PUJ1005,4/10/2018,7/1/2018,7/29/2018,8/8/2018,USD,25,21,295,40,1,0.075,"1,031.80",773.85
SO - 000363,Online,WARE-UHY1004,4/10/2018,7/1/2018,7/6/2018,7/9/2018,USD,14,7,256,28,4,0.15,"2,385.20","1,454.97"
SO - 000364,In-Store,WARE-NMK1003,4/10/2018,7/1/2018,7/16/2018,7/18/2018,USD,1,48,154,30,2,0.05,"1,802.30","1,153.47"
SO - 000365,Wholesale,WARE-PUJ1005,4/10/2018,7/1/2018,7/19/2018,7/22/2018,USD,26,40,270,27,5,0.05,"1,018.40",753.62
SO - 000366,Online,WARE-NMK1003,4/10/2018,7/1/2018,7/7/2018,7/12/2018,USD,13,35,102,40,7,0.4,"3,946.30","1,815.30"
SO - 000367,In-Store,WARE-NMK1003,4/10/2018,7/1/2018,7/20/2018,7/21/2018,USD,9,21,131,15,7,0.2,"3,953.00","2,095.09"
SO - 000368,In-Store,WARE-NMK1003,12/31/2017,7/2/2018,7/16/2018,7/22/2018,USD,11,1,160,33,6,0.075,"5,098.70","3,416.13"
SO - 000369,Online,WARE-MKL1006,4/10/2018,7/2/2018,7/10/2018,7/15/2018,USD,15,9,347,5,8,0.075,"3,758.70","1,954.52"
SO - 000370,Distributor,WARE-XYS1001,4/10/2018,7/2/2018,7/7/2018,7/11/2018,USD,24,9,45,18,7,0.15,911.20,610.50
SO - 000371,Distributor,WARE-UHY1004,4/10/2018,7/2/2018,7/4/2018,7/6/2018,USD,21,26,238,22,3,0.4,904.50,379.89
SO - 000372,Online,WARE-NMK1003,4/10/2018,7/2/2018,7/8/2018,7/18/2018,USD,18,21,128,5,3,0.05,911.20,410.04
SO - 000373,Online,WARE-XYS1001,4/10/2018,7/2/2018,7/8/2018,7/11/2018,USD,19,6,39,21,5,0.3,227.80,134.40
SO - 000374,In-Store,WARE-NBV1002,4/10/2018,7/2/2018,7/21/2018,7/27/2018,USD,3,14,69,40,4,0.075,254.60,117.12
SO - 000375,Wholesale,WARE-XYS1001,12/31/2017,7/2/2018,7/20/2018,7/21/2018,USD,27,33,29,35,3,0.075,683.40,444.21
SO - 000376,In-Store,WARE-NMK1003,4/10/2018,7/3/2018,7/15/2018,7/20/2018,USD,4,43,159,20,7,0.05,"3,919.50","2,234.12"
SO - 000377,Wholesale,WARE-MKL1006,4/10/2018,7/3/2018,7/24/2018,7/25/2018,USD,26,25,353,12,8,0.05,"1,092.10",786.31
SO - 000378,In-Store,WARE-NMK1003,4/10/2018,7/4/2018,7/24/2018,8/3/2018,USD,4,10,199,20,4,0.05,924.60,536.27
SO - 000379,Online,WARE-NMK1003,4/10/2018,7/4/2018,7/31/2018,8/6/2018,USD,17,45,182,22,8,0.05,"1,018.40",794.35
SO - 000380,In-Store,WARE-MKL1006,4/10/2018,7/4/2018,7/25/2018,7/28/2018,USD,1,19,358,13,7,0.2,"1,788.90","1,305.90"
SO - 000381,Distributor,WARE-NBV1002,4/10/2018,7/4/2018,8/1/2018,8/8/2018,USD,23,17,80,47,2,0.3,944.70,538.48
SO - 000382,Wholesale,WARE-NMK1003,12/31/2017,7/4/2018,7/30/2018,7/31/2018,USD,25,39,140,29,3,0.1,"3,959.70","2,573.81"
SO - 000383,In-Store,WARE-NMK1003,4/10/2018,7/4/2018,7/19/2018,7/25/2018,USD,6,11,146,41,5,0.05,167.50,70.35
SO - 000384,Wholesale,WARE-NMK1003,4/10/2018,7/4/2018,7/15/2018,7/23/2018,USD,25,23,104,22,2,0.05,"3,872.60","1,975.03"
SO - 000385,In-Store,WARE-NMK1003,12/31/2017,7/4/2018,7/14/2018,7/23/2018,USD,12,12,185,23,8,0.05,"6,539.20","3,858.13"
SO - 000386,Distributor,WARE-XYS1001,4/10/2018,7/4/2018,7/23/2018,7/24/2018,USD,23,44,51,6,1,0.1,"1,025.10",779.08
SO - 000387,Distributor,WARE-NMK1003,4/10/2018,7/4/2018,7/7/2018,7/16/2018,USD,21,31,190,29,3,0.1,938.00,572.18
SO - 000388,Wholesale,WARE-MKL1006,4/10/2018,7/4/2018,7/8/2018,7/16/2018,USD,26,19,355,27,3,0.075,"1,045.20",804.80
SO - 000389,Wholesale,WARE-UHY1004,4/10/2018,7/4/2018,7/19/2018,7/25/2018,USD,28,20,205,19,8,0.15,167.50,112.23
SO - 000390,Online,WARE-MKL1006,4/10/2018,7/4/2018,7/30/2018,7/31/2018,USD,15,44,334,45,5,0.075,"1,721.90","1,377.52"
SO - 000391,Online,WARE-UHY1004,4/10/2018,7/5/2018,7/16/2018,7/19/2018,USD,13,30,242,28,3,0.1,676.70,466.92
SO - 000392,In-Store,WARE-NMK1003,4/10/2018,7/5/2018,7/11/2018,7/18/2018,USD,4,47,162,24,2,0.075,167.50,82.08
SO - 000393,In-Store,WARE-UHY1004,4/10/2018,7/5/2018,7/9/2018,7/17/2018,USD,4,26,255,12,5,0.075,"1,118.90",895.12
SO - 000394,Wholesale,WARE-XYS1001,4/10/2018,7/5/2018,7/30/2018,8/9/2018,USD,26,17,24,32,3,0.075,"1,139.00",933.98
SO - 000395,In-Store,WARE-PUJ1005,4/10/2018,7/5/2018,7/16/2018,7/26/2018,USD,8,44,278,41,4,0.1,"1,748.70",751.94
SO - 000396,In-Store,WARE-UHY1004,4/10/2018,7/5/2018,7/18/2018,7/25/2018,USD,5,13,258,27,8,0.05,"1,728.60","1,140.88"
SO - 000397,Wholesale,WARE-NMK1003,4/10/2018,7/5/2018,7/16/2018,7/26/2018,USD,27,13,183,23,8,0.075,"1,112.20",500.49
SO - 000398,In-Store,WARE-XYS1001,4/10/2018,7/5/2018,7/13/2018,7/18/2018,USD,3,9,58,1,6,0.05,"2,385.20","1,454.97"
SO - 000399,Wholesale,WARE-NBV1002,12/31/2017,7/5/2018,7/10/2018,7/17/2018,USD,26,18,83,3,8,0.3,221.10,172.46
SO - 000400,Distributor,WARE-NMK1003,4/10/2018,7/6/2018,8/2/2018,8/12/2018,USD,23,1,120,29,7,0.05,"5,708.40","2,682.95"
SO - 000401,Online,WARE-PUJ1005,4/10/2018,7/6/2018,7/26/2018,8/3/2018,USD,18,38,288,40,1,0.3,"1,038.50",830.80
SO - 000402,In-Store,WARE-XYS1001,4/10/2018,7/6/2018,7/9/2018,7/19/2018,USD,5,43,19,35,4,0.15,"3,993.20","3,234.49"
SO - 000403,Online,WARE-NMK1003,12/31/2017,7/6/2018,8/1/2018,8/4/2018,USD,16,14,191,33,8,0.2,"1,085.40",792.34
SO - 000404,Online,WARE-PUJ1005,4/10/2018,7/6/2018,7/21/2018,7/22/2018,USD,12,36,278,23,7,0.1,"3,886.00","2,020.72"
SO - 000405,In-Store,WARE-PUJ1005,4/10/2018,7/6/2018,7/21/2018,7/25/2018,USD,6,21,294,4,3,0.2,"3,986.50","2,670.96"
SO - 000406,Online,WARE-NMK1003,4/10/2018,7/6/2018,7/27/2018,7/30/2018,USD,18,41,120,32,3,0.075,"1,206.00",988.92
SO - 000407,Wholesale,WARE-MKL1006,4/10/2018,7/7/2018,7/13/2018,7/16/2018,USD,28,38,357,7,1,0.3,"1,842.50","1,050.23"
SO - 000408,Wholesale,WARE-PUJ1005,4/10/2018,7/7/2018,7/21/2018,7/27/2018,USD,27,22,296,35,3,0.05,"5,051.80","2,930.04"
SO - 000409,Online,WARE-UHY1004,4/10/2018,7/7/2018,7/20/2018,7/27/2018,USD,14,4,248,39,1,0.075,"1,165.80",466.32
SO - 000410,Online,WARE-MKL1006,4/10/2018,7/7/2018,7/25/2018,7/26/2018,USD,15,21,333,2,8,0.075,"3,966.40","2,340.18"
SO - 000411,Online,WARE-PUJ1005,4/10/2018,7/7/2018,7/25/2018,8/3/2018,USD,13,17,322,22,3,0.2,"1,802.30","1,495.91"
SO - 000412,Online,WARE-NMK1003,4/10/2018,7/8/2018,7/22/2018,7/31/2018,USD,19,36,153,31,5,0.075,"1,105.50",851.24
SO - 000413,Online,WARE-XYS1001,4/10/2018,7/8/2018,7/24/2018,7/28/2018,USD,12,16,46,32,7,0.05,"1,889.40","1,398.16"
SO - 000414,Online,WARE-MKL1006,4/10/2018,7/8/2018,7/31/2018,8/1/2018,USD,15,40,351,4,7,0.075,"1,018.40",661.96
SO - 000415,In-Store,WARE-PUJ1005,4/10/2018,7/8/2018,7/21/2018,7/22/2018,USD,3,8,293,40,5,0.05,"3,865.90","2,822.11"
SO - 000416,Wholesale,WARE-UHY1004,4/10/2018,7/8/2018,7/10/2018,7/15/2018,USD,28,30,256,13,7,0.1,998.30,449.24
SO - 000417,Online,WARE-NMK1003,4/10/2018,7/8/2018,7/30/2018,8/5/2018,USD,18,48,148,31,2,0.075,254.60,127.30
SO - 000418,Online,WARE-XYS1001,4/10/2018,7/8/2018,8/2/2018,8/5/2018,USD,13,13,6,38,5,0.4,703.50,316.58
SO - 000419,Distributor,WARE-NBV1002,4/10/2018,7/8/2018,8/4/2018,8/13/2018,USD,23,47,62,1,6,0.05,"1,092.10",546.05
SO - 000420,Online,WARE-NBV1002,4/10/2018,7/8/2018,7/27/2018,8/4/2018,USD,16,6,61,3,4,0.05,"1,038.50",560.79
SO - 000421,In-Store,WARE-NMK1003,4/10/2018,7/8/2018,8/1/2018,8/5/2018,USD,3,50,188,37,4,0.15,"2,398.60","1,894.89"
SO - 000422,Wholesale,WARE-NMK1003,4/10/2018,7/9/2018,7/12/2018,7/14/2018,USD,28,32,150,7,4,0.05,897.80,368.10
SO - 000423,Distributor,WARE-XYS1001,4/10/2018,7/9/2018,7/29/2018,8/6/2018,USD,25,30,39,46,7,0.15,"5,212.60","3,179.69"
SO - 000424,Online,WARE-NMK1003,4/10/2018,7/9/2018,7/13/2018,7/20/2018,USD,15,46,102,22,3,0.05,254.60,206.23
SO - 000425,In-Store,WARE-UHY1004,4/10/2018,7/9/2018,7/31/2018,8/4/2018,USD,3,29,236,3,4,0.075,"3,926.20","2,120.15"
SO - 000426,Online,WARE-PUJ1005,4/10/2018,7/9/2018,7/27/2018,8/5/2018,USD,17,13,312,12,8,0.1,"1,165.80",582.90
SO - 000427,In-Store,WARE-NMK1003,4/10/2018,7/9/2018,8/2/2018,8/7/2018,USD,7,44,183,6,1,0.15,"3,859.20","2,354.11"
SO - 000428,In-Store,WARE-NBV1002,4/10/2018,7/9/2018,7/29/2018,7/31/2018,USD,3,4,69,41,6,0.05,167.50,100.50
SO - 000429,Distributor,WARE-MKL1006,4/10/2018,7/9/2018,7/15/2018,7/17/2018,USD,21,22,330,24,8,0.05,"1,681.70",891.30
SO - 000430,Distributor,WARE-NMK1003,4/10/2018,7/9/2018,8/6/2018,8/7/2018,USD,22,38,137,3,8,0.05,924.60,665.71
SO - 000431,Distributor,WARE-NMK1003,4/10/2018,7/9/2018,7/23/2018,8/2/2018,USD,23,13,119,21,6,0.1,"3,966.40","3,371.44"
SO - 000432,Online,WARE-PUJ1005,4/10/2018,7/9/2018,7/27/2018,8/1/2018,USD,15,19,283,43,7,0.1,938.00,450.24
SO - 000433,In-Store,WARE-NBV1002,4/10/2018,7/10/2018,8/1/2018,8/2/2018,USD,7,20,81,30,6,0.2,"1,983.20","1,090.76"
SO - 000434,In-Store,WARE-NMK1003,4/10/2018,7/10/2018,7/21/2018,7/31/2018,USD,10,27,165,7,7,0.075,"2,586.20","2,094.82"
SO - 000435,In-Store,WARE-NBV1002,4/10/2018,7/11/2018,7/25/2018,8/2/2018,USD,7,14,87,2,3,0.05,"3,061.90","2,051.47"
SO - 000436,Wholesale,WARE-PUJ1005,4/10/2018,7/11/2018,7/24/2018,7/31/2018,USD,28,30,323,39,1,0.2,"1,051.90",452.32
SO - 000437,Distributor,WARE-UHY1004,4/10/2018,7/11/2018,7/16/2018,7/22/2018,USD,21,11,225,2,8,0.15,261.30,104.52
SO - 000438,In-Store,WARE-NMK1003,4/10/2018,7/11/2018,7/27/2018,8/1/2018,USD,11,4,138,37,6,0.05,"6,143.90","3,071.95"
SO - 000439,Distributor,WARE-NMK1003,4/10/2018,7/11/2018,7/31/2018,8/3/2018,USD,20,45,143,43,7,0.2,"2,472.30","1,928.39"
SO - 000440,In-Store,WARE-PUJ1005,4/10/2018,7/11/2018,7/26/2018,7/27/2018,USD,2,6,316,9,3,0.075,"3,892.70","3,075.23"
SO - 000441,In-Store,WARE-UHY1004,4/10/2018,7/11/2018,8/5/2018,8/11/2018,USD,11,33,216,14,1,0.05,964.80,492.05
SO - 000442,In-Store,WARE-MKL1006,4/10/2018,7/11/2018,7/30/2018,8/5/2018,USD,2,46,342,12,8,0.2,"3,832.40","3,104.24"
SO - 000443,In-Store,WARE-NMK1003,4/10/2018,7/11/2018,7/25/2018,8/2/2018,USD,2,12,190,45,7,0.2,964.80,781.49
SO - 000444,In-Store,WARE-NMK1003,4/10/2018,7/11/2018,7/24/2018,7/29/2018,USD,6,48,122,40,1,0.05,"1,118.90",794.42
SO - 000445,Online,WARE-PUJ1005,4/10/2018,7/11/2018,7/31/2018,8/6/2018,USD,16,43,319,6,8,0.05,180.90,74.17
SO - 000446,Distributor,WARE-NMK1003,4/10/2018,7/11/2018,8/7/2018,8/8/2018,USD,22,23,96,24,7,0.05,844.20,346.12
SO - 000447,In-Store,WARE-NMK1003,4/10/2018,7/11/2018,8/3/2018,8/6/2018,USD,7,25,96,11,7,0.2,"3,490.70","1,780.26"
SO - 000448,Online,WARE-NBV1002,4/10/2018,7/12/2018,8/8/2018,8/11/2018,USD,20,39,66,9,5,0.2,"1,112.20",778.54
SO - 000449,In-Store,WARE-NMK1003,4/10/2018,7/12/2018,8/8/2018,8/15/2018,USD,11,42,128,37,1,0.05,"1,072.00",568.16
SO - 000450,Distributor,WARE-XYS1001,4/10/2018,7/12/2018,7/29/2018,8/4/2018,USD,24,20,1,41,3,0.075,"1,078.70",906.11
SO - 000451,Wholesale,WARE-PUJ1005,4/10/2018,7/12/2018,7/26/2018,8/1/2018,USD,26,10,273,25,7,0.075,"5,433.70","3,857.93"
